exchange,shortName,industryID,industryIDv2,industry,industryEn,establishedYear,noEmployees,noShareholders,foreignPercent,website,stockRating,deltaInWeek,deltaInMonth,deltaInYear,outstandingShare,issueShare,companyType,ticker,status,code,message,traceId
UPCOM,Dược Hà Tĩnh,238.0,4577.0,Y tế,Health Care,2004.0,611.0,670.0,0.002,http://hadiphar.vn/,3.3,-0.095,-0.014,0.307,9.9,9.9,CT,HDP,,,,
UPCOM,Dược Vật Tư Y Tế Hải Dương,238.0,4577.0,Y tế,Health Care,2003.0,797.0,409.0,0.001,http://www.hdpharma.vn,3.5,-0.009,-0.035,0.539,15.0,15.0,CT,DHD,,,,
UPCOM,Dược Hà Nội,238.0,4577.0,Y tế,Health Care,2002.0,70.0,187.0,0.0,http://hanoipharma.com.vn/,3.8,-0.017,-0.042,0.001,6.3,6.3,CT,DHN,,,,
UPCOM,Dược phẩm Hải Phòng,238.0,4577.0,Y tế,Health Care,2005.0,336.0,0.0,0.001,https://haipharco.vn,4.1,-0.017,-0.172,-0.039,3.0,3.0,CT,DPH,,,,
HOSE,IMEXPHARM,238.0,4577.0,Y tế,Health Care,2001.0,1242.0,2503.0,0.497,http://www.imexpharm.com,3.8,-0.074,-0.101,-0.073,66.7,66.7,CT,IMP,,,,
HOSE,Đầu tư và Phát triển Y tế Việt Nhật,235.0,4535.0,Y tế,Health Care,2001.0,180.0,3510.0,0.01,http://www.ytevietnhat.com.vn,3.4,-0.017,-0.176,-0.472,112.5,112.5,CT,JVC,,,,
HNX,Dược Lâm Đồng - Ladophar,238.0,4577.0,Y tế,Health Care,1982.0,215.0,339.0,0.002,https://ladophar.com/,3.7,0.157,0.458,-0.544,12.7,12.7,CT,LDP,,,,
HNX,Dược Mediplantex,238.0,4577.0,Y tế,Health Care,2004.0,531.0,0.0,0.0,http://www.mediplantex.com,3.5,-0.017,0.005,0.116,12.4,12.4,CT,MED,,,,
UPCOM,MEINFA,236.0,4537.0,Y tế,Health Care,1975.0,622.0,0.0,0.063,http://www.meinfavn.com,4.0,-0.017,-0.042,0.286,4.1,3.9,CT,MEF,,,,
UPCOM,Cao su y tế MERUFA,235.0,4535.0,Y tế,Health Care,2003.0,190.0,156.0,0.007,http://www.merufa.com.vn,3.6,-0.166,-0.191,-0.073,3.7,3.7,CT,MRF,,,,
UPCOM,Dược phẩm Mekophar,238.0,4577.0,Y tế,Health Care,2002.0,717.0,1250.0,0.156,http://www.mekophar.com,3.7,0.02,-0.042,-0.108,25.3,25.5,CT,MKP,,,,
HNX,Dược Thú Y Cai Lậy,238.0,4577.0,Y tế,Health Care,2003.0,107.0,103.0,0.03,http://www.mekovet.com.vn,4.0,-0.017,-0.042,0.171,5.0,5.0,CT,MKV,,,,
UPCOM,Dược Medipharco,238.0,4577.0,Y tế,Health Care,2006.0,206.0,0.0,0.001,http://www.medipharco.com.vn,3.2,-0.235,-0.266,-0.05,7.5,7.5,CT,MTP,,,,
UPCOM,Dược phẩm 2/9,238.0,4577.0,Y tế,Health Care,2001.0,207.0,387.0,0.0,http://www.nadyphar.com.vn,3.7,0.005,-0.02,0.322,11.1,11.1,CT,NDP,,,,
UPCOM,Dược Nghệ An,238.0,4577.0,Y tế,Health Care,2013.0,722.0,156.0,0.0,http://www.dnapharma.com.vn,3.2,-0.017,-0.042,0.409,6.0,6.0,CT,NTF,,,,
UPCOM,Dược phẩm Nam Dược,238.0,4577.0,Y tế,Health Care,2004.0,513.0,0.0,0.001,http://www.namduoc.vn,3.5,-0.184,-0.213,0.421,6.0,6.0,CT,NDC,,,,
HOSE,Dược phẩm OPC,238.0,4577.0,Y tế,Health Care,2002.0,1029.0,981.0,0.008,http://www.opcpharma.com,3.9,-0.017,-0.061,0.297,64.1,64.1,CT,OPC,,,,
UPCOM,Dược Phẩm TW 1- Pharbaco,238.0,4577.0,Y tế,Health Care,1993.0,586.0,738.0,0.0,http://www.pharbaco.com.vn,3.3,-0.025,-0.066,0.084,113.3,113.3,CT,PBC,,,,
HNX,Pharmedic,238.0,4577.0,Y tế,Health Care,1997.0,526.0,1740.0,0.036,http://www.pharmedic.com.vn,4.0,0.222,0.183,0.597,9.3,9.3,CT,PMC,,,,
HNX,PP.Pharco,238.0,4577.0,Y tế,Health Care,2000.0,232.0,0.0,0.033,https://duocphongphu.com.vn/,4.4,-0.01,0.048,0.162,8.8,8.8,CT,PPP,,,,
HOSE,S.P.M CORP,238.0,4577.0,Y tế,Health Care,1988.0,196.0,203.0,0.02,http://www.spm.com.vn,4.0,0.099,0.026,-0.009,13.8,14.0,CT,SPM,,,,
UPCOM,Bệnh viện Tim Tâm Đức,234.0,4533.0,Y tế,Health Care,2002.0,589.0,206.0,0.01,http://www.tamduchearthospital.com,3.7,0.116,-0.017,1.067,15.6,15.6,CT,TTD,,,,
UPCOM,Vật tư Y tế Thanh Hóa,235.0,4535.0,Y tế,Health Care,2014.0,799.0,465.0,0.0,http://www.thephaco.com.vn,3.1,-0.017,-0.042,,7.5,7.5,CT,DTH,,,,
UPCOM,Dược phẩm Tipharco,238.0,4577.0,Y tế,Health Care,2006.0,346.0,312.0,0.001,http://www.tipharco.com.vn,3.5,0.083,0.058,0.221,6.3,6.3,CT,DTG,,,,
HOSE,Traphaco,238.0,4577.0,Y tế,Health Care,1999.0,1434.0,0.0,0.462,http://www.traphaco.com.vn,3.9,-0.011,-0.055,0.278,41.5,41.5,CT,TRA,,,,
UPCOM,Dược phẩm TV.Pharm,238.0,4577.0,Y tế,Health Care,2003.0,713.0,234.0,0.001,http://www.tvpharm.com.vn,3.7,-0.079,-0.008,0.373,29.5,29.5,CT,TVP,,,,
UPCOM,Dược phẩm TW25,238.0,4577.0,Y tế,Health Care,2007.0,192.0,447.0,0.0,http://www.uphace.com.vn,3.4,-0.034,-0.06,0.163,13.3,13.3,CT,UPH,,,,
HOSE,Dược phẩm VIDIPHA,238.0,4577.0,Y tế,Health Care,2003.0,426.0,506.0,0.004,http://www.vidipha.com.vn,3.9,-0.055,-0.106,0.278,16.8,16.8,CT,VDP,,,,
HNX,Dược liệu Việt Nam,238.0,4577.0,Y tế,Health Care,2011.0,144.0,221.0,0.0,https://duoclieuvietnam.com.vn,3.5,0.05,0.191,,35.7,35.7,CT,DVM,,,,
HNX,Dược liệu và Thực phẩm VN,238.0,4577.0,Y tế,Health Care,2016.0,50.0,902.0,0.0,http://www.vinaherbfoods.com,3.5,-0.052,-0.167,-0.42,33.1,33.1,CT,VHE,,,,
HOSE,Y Dược phẩm Vimedimex,238.0,4577.0,Y tế,Health Care,2006.0,1087.0,364.0,0.014,http://www.vietpharm.com.vn,3.7,-0.052,0.309,0.109,15.4,15.4,CT,VMD,,,,
UPCOM,Tổng Công ty Dược Việt Nam,238.0,4577.0,Y tế,Health Care,2011.0,1033.0,283.0,0.0,http://www.vinapharm.com.vn,3.3,-0.011,-0.077,-0.026,237.0,237.0,CT,DVN,,,,
UPCOM,XNK Y tế TP.HCM,236.0,4537.0,Y tế,Health Care,2001.0,142.0,259.0,0.011,http://www.yteco.vn,3.0,-0.017,-0.292,0.198,3.1,3.1,CT,YTC,,,,
